source,raw_text
中华人民共和国二〇〇一年县级以上行政区划变更情况,中华人民共和国二〇〇一年县级以上行政区划变更情况一、撤销北京市大兴县，设立北京市大兴区，以原大兴县的行政区域为大兴区的行政区域。区人民政府驻黄村镇。二、撤销上海市奉贤县，设立上海市奉贤区，以原奉贤县的行政区域为奉贤区的行政区域。区人民政府驻南桥镇。三、撤销上海市南汇县，设立上海市南汇区，以原南汇县的行政区域为南汇区的行政区域。区人民政府驻惠南镇。四、将浙江省绍兴县的斗门（不含新马山、新合作、新皇甫、新孙端、新豆姜和新斗门6个村）、东浦、鉴湖、皋埠和马山5个镇划归绍兴市越城区管辖。绍兴县人民政府驻地由绍兴市越城区迁至绍兴县柯桥镇。五、撤销云南省昭通地区和县级昭通市，设立地级昭通市。市人民政府驻新设立的昭阳区。昭通市设立昭阳区，以原县级昭通市的行政区域为昭阳区的行政区域。区人民政府驻爱民路。昭通市辖原昭通地区的鲁甸县、巧家县、盐津县、大关县、永善县、绥江县、镇雄县、彝良县、威信县、水富县和新设立的昭阳区。六、将新疆维吾尔自治区乌鲁木齐县大湾乡（不包括仓房沟村）划归乌鲁木齐市天山区管辖，将二工乡（不包括九家湾村）和地窝堡乡（不包括河南庄子村）划归乌鲁木齐市新市区管辖；将大湾乡的仓房沟村和二工乡的九家湾村（不含八队）划归乌鲁木齐市沙依巴克区管辖，将地窝堡乡的河南庄子村划归乌鲁木齐市头屯河区管辖;将乌鲁木齐县七道湾乡（不包括卡子湾村）和乌鲁木齐市东山区芦草沟乡的水磨沟村划归乌鲁木齐市水磨沟区管辖；将七道湾乡的卡子湾村划归乌鲁木齐市东山区管辖。七、撤销河北省石家庄市郊区，设立石家庄市裕华区。将正定县的留村乡、二十里铺镇，栾城县方村镇的方村、南焦、南王、赵卜口、宋村、东荆壁、西荆壁、贾村、台上、位同、南栗、南位12个村和长安区的裕东、裕华路、东大街3个街道及原郊区的槐底街道、孙村街道的孙村、塔冢2个村划归裕华区管辖。裕华区人民政府驻体育南大街。将原郊区的留营乡和振头、建国路2个街道以及西里街道的城角庄、北杜、西三教3个村划归石家庄市桥西区管辖；将西三庄乡、杜北乡、大郭镇、赵陵铺镇的赵一街、赵二街、赵三街、前太保、后太保、党家庄6个村和天苑、五七路2个街道以及西里街道的北焦、高柱、柏林庄3个村划归石家庄市新华区管辖；将南高营镇的桃园、庄窠、柳辛庄、柳林铺、前进、红旗6个村和赵陵铺镇的陈章、柳董庄、肖家营3个村以及孙村街道的塔谈、留村2个村划归石家庄市桥东区管辖。将正定县的西兆通、南村2个镇和原郊区谈固乡的谈阁、南翟营、北翟营、土贤庄、白佛、白佛口6个村以及南高营镇的南高营、北高营、东古城、西古城4个村划归石家庄市长安区管辖。八、设立广东省茂名市茂港区。茂港区辖电白县的羊角、坡心、七迳、小良、沙院、南海6个镇，区人民政府驻南海镇。九、撤销浙江省县级萧山市，设立杭州市萧山区，以原县级萧山市的行政区域为萧山区的行政区域。区人民政府驻城厢镇。十、撤销浙江省县级余杭市，设立杭州市余杭区，以原县级余杭市的行政区域为余杭区的行政区域。区人民政府驻临平镇。十一、撤销内蒙古自治区伊克昭盟和县级东胜市，设立地级鄂尔多斯市。市人民政府驻新设立的东胜区。鄂尔多斯市设立东胜区，以原县级东胜市的行政区域为东胜区的行政区域。区人民政府驻宝日陶亥西街。鄂尔多斯市辖原伊克昭盟的伊金霍洛旗、乌审旗、达拉特旗、准格尔旗、杭锦旗、鄂托克旗、鄂托克前旗和新设立的东胜区。十二、设立湖北省荆门市掇刀区。将荆门市东宝区的何场乡、麻城镇、团林铺镇和掇刀石街道、白庙街道划归掇刀区管辖。掇刀区人民政府驻深圳大道。十三、撤销天津市宝坻县，设立天津市宝坻区，以原宝坻县的行政区域为宝坻区行政区域。区人民政府驻城关镇。十四、撤销湖北省宜昌县，设立宜昌市夷陵区，以原宜昌县的行政区域（不包括土城乡、桥边镇、艾家镇）为夷陵区的行政区域。区人民政府驻小溪塔镇。将原宜昌县的土城乡、桥边镇、艾家镇划归宜昌市点军区管辖。十五、撤销湖南省衡阳市江东区、城南区、城北区、郊区，设立衡阳市珠晖区、雁峰区、石鼓区、蒸湘区。珠晖区辖原江东区的行政区域以及原郊区的和平、酃湖、东阳渡3个乡和茶山坳镇。区人民政府驻湘江东路。雁峰区辖原城南区的雁峰、白沙洲、黄茶岭、天马山、先锋路5个街道和原郊区的湘江乡（不包括杨柳村）、岳屏乡（不包括联合、岳屏、北塘3个村）以及衡南县的文昌乡。区人民政府驻湘江南路。石鼓区辖原城北区的人民路、潇湘、青山、五一、合江5个街道和原郊区的黄沙湾街道、松木乡和西湖乡的五一、建设、友爱、江霞4个村以及衡阳县的角山乡。区人民政府驻司前街。蒸湘区辖原城北区的蒸湘街道、原城南区的联合街道和原郊区的西湖乡(不包括五一、建设、友爱、江霞4个村)、湘江乡的杨柳村、岳屏乡的联合、岳屏、北塘3个村以及衡南县的雨母山乡、衡阳县的呆鹰岭镇。区人民政府驻船山路。十六、撤销广东省斗门县，设立珠海市斗门区，斗门区辖原斗门县的井岸、白蕉、乾务、五山、斗门、上横、六乡、莲溪8个镇。区人民政府驻井岸镇。十七、设立广东省珠海市金湾区，金湾区辖珠海市香洲区的三灶、南水、小林3个镇和原斗门县的红旗、平沙2个镇。区人民政府驻三灶镇。十八、撤销甘肃省武威地区和县级武威市，设立地级武威市。市人民政府驻新设立的凉州区。武威市设立凉州区，以原县级武威市的行政区域为凉州区的行政区域。区人民政府驻东大街。武威市辖原武威地区的民勤县、古浪县、天祝藏族自治县和新设立的凉州区。十九、撤销山东省长清县，设立济南市长清区，以原长清县的行政区域为长清区的行政区域。区人民政府驻长清镇。二十、将湖南省泸溪县人民政府驻地由武溪镇迁至白沙镇。二十一、撤销安徽省马鞍山市向山区。将原向山区的慈湖乡划归马鞍山市金家庄区管辖，将霍里镇、濮塘镇划归马鞍山市花山区管辖;将雨山乡、佳山乡和向山镇划归马鞍山市雨山区管辖。二十二、将海南省通什市更名为五指山市。二十三、撤销宁夏回族自治区固原地区和固原县，设立地级固原市。市人民政府驻新设立的原州区。固原市设立原州区，以原固原县的行政区域为原州区的行政区域。区人民政府驻政府街。固原市辖原固原地区的西吉县、海原县、隆德县、泾源县、彭阳县和新设立的原州区。二十四、将浙江省永嘉县的七都镇、桥下镇的中央涂居委会，温州市瓯海区的临江镇、藤桥镇、上戍乡、双潮乡、岙底乡和梧埏镇的前网、鱼鳞浃、上田、划龙桥4个村，温州市龙湾区蒲州镇的蒲州、上蒲州2个村划归温州市鹿城区管辖。鹿城区人民政府驻墨池坊。将瑞安市塘下镇的上涂、西一、中星、东门、埭头、石坦、屿门、邱宅、东溪、东成10个村和前冈、后冈2个居委会以及鸥海区的永中、天河、沙城、灵昆4个镇划归温州市龙湾区管辖。龙湾区人民政府驻地由状元镇迁至永中镇。将瑞安市的丽岙、仙岩2个镇划归温州市瓯海区管辖。瓯海区人民政府驻地由兴海路迁娄桥镇。二十五、撤销湖北省襄阳县，设立襄樊市襄阳区。将原襄阳县的张湾、东津、双沟、张家集、峪山、黄龙、程河、朱集、古驿、伙牌、黄集、石桥、龙王13个镇和襄樊市襄城区的米庄镇划归襄阳区管辖。襄阳区人民政府驻张湾镇。将原襄阳县的牛首、太平店2个镇划归襄樊市樊城区管辖。将原襄阳县的欧庙、泥咀2个镇划归襄樊市襄城区管辖。二十六、撤销陕西省商洛地区和县级商州市，设立地级商洛市。市人民政府驻新设立的商州区。商洛市设立商州区，以原县级商州市的行政区域为商州区的行政区域。区人民政府驻南大街。商洛市辖原商洛地区的洛南县、丹凤县、商南县、山阳县、镇安县、柞水县和新设立的商州区。二十七、撤销江苏省连云港市云台区。将原云台区的朝阳镇、徐圩镇、板桥镇和中云街道划归连云港市连云区管辖；将原云台区的南城镇、花果山乡、云台乡和猴嘴街道划归连云港市新浦区管辖。二十八、撤销新疆维吾尔自治区伊犁地区，将原伊犁地区的伊宁市、伊宁县、霍城县、巩留县、新源县、昭苏县、特克斯县、尼勒克县、察布查尔锡伯自治县划归伊犁哈萨克自治州管辖。二十九、撤销内蒙古自治区呼伦贝尔盟和县级海拉尔市，设立地级呼伦贝尔市。市人民政府驻新设立的海拉尔区胜利大街。呼伦贝尔市设立海拉尔区，以原县级海拉尔市的行政区域为海拉尔区的行政区域。区人民政府驻广场路。呼伦贝尔市辖原呼伦贝尔盟的阿荣旗、陈巴尔虎旗、新巴尔虎左旗、新巴尔虎右旗、莫力达瓦达斡尔族自治旗、鄂伦春自治旗、鄂温克族自治旗和新设立的海拉尔区。原呼伦贝尔盟的满洲里市、牙克石市、扎兰屯市、额尔古纳市和根河市由内蒙古自治区直辖。三十、将湖南省长沙市人民政府驻地由芙蓉区藩正街迁至岳麓区岳麓大道。三十一、将湖北省黄石市石灰窑区更名为西塞山区。三十二、撤销广西壮族自治区南宁市郊区。将原郊区的津头乡划归南宁市新城区管辖，将安吉、三塘2个镇和上尧乡的虎邱村划归南宁市兴宁区管辖，将金陵、双定、那龙、心圩4个镇和上尧乡的秀厢、秀灵、万秀、友爱、新村5个村划归南宁市城北区管辖;将石埠、江西、坛洛3个镇和富庶乡以及上尧乡的永和、上尧、陈东、陈西、西明5个村划归南宁市永新区管辖;将沙井、那洪2个镇和亭子乡划归南宁市江南区管辖。三十三、撤销四川省新都县，设立成都市新都区，以原新都县的行政区域为新都区的行政区域。区人民政府驻新都镇。三十四、撤销浙江省衢县，设立衢州市衢江区。将原衢县的云溪、太真、双桥、庙前、周家、灰坪、长柱、坑口、举村、岭头、洋口、横路12个乡和高家、莲花、峡川、杜泽、上方、廿里、后溪、湖南、大洲、樟潭、安仁、全旺12个镇以及衢州市柯城区的浮石、下张2个乡和石室乡的黄坛口村划归衢江区管辖。衢江区人民政府驻樟潭镇。将原衢县的华墅、沟溪、七里、九华4个乡和航埠、石梁2个镇划归衢州市柯城区管辖。三十五、将四川省高县人民政府驻地由文江镇迁至庆符镇。三十六、将云南省中甸县更名为香格里拉县。三十七、将四川省珙县人民政府驻地由珙泉镇迁至巡场镇。三十八、将云南省镇康县人民政府驻地由凤尾镇迁至南伞镇。三十九、将河南省确山县的胡庙、朱古洞、古城3个乡和遂平县的关王庙、诸市2个乡以及汝南县的水屯镇划归驻马店市驿城区管辖。四十、撤销重庆市长寿县，设立重庆市长寿区，以原长寿县的行政区域为长寿区的行政区域。区人民政府驻凤城镇。四十一、将河南省鹤壁市郊区更名为鹤壁市淇滨区。鹤壁市人民政府驻地由鹤壁市山城区红旗街迁至淇滨区九州路。四十二、撤销北京市怀柔县，设立北京市怀柔区，以原怀柔县的行政区域为怀柔区的行政区域。区人民政府驻怀柔镇。四十三、撤销北京市平谷县，设立北京市平谷区，以原平谷县的行政区域为平谷区的行政区域。区人民政府驻平谷镇。
中华人民共和国二〇〇一年县级以上行政区划变更情况,一、撤销北京市大兴县，设立北京市大兴区，以原大兴县的行政区域为大兴区的行政区域。区人民政府驻黄村镇。二、撤销上海市奉贤县，设立上海市奉贤区，以原奉贤县的行政区域为奉贤区的行政区域。区人民政府驻南桥镇。三、撤销上海市南汇县，设立上海市南汇区，以原南汇县的行政区域为南汇区的行政区域。区人民政府驻惠南镇。四、将浙江省绍兴县的斗门（不含新马山、新合作、新皇甫、新孙端、新豆姜和新斗门6个村）、东浦、鉴湖、皋埠和马山5个镇划归绍兴市越城区管辖。绍兴县人民政府驻地由绍兴市越城区迁至绍兴县柯桥镇。五、撤销云南省昭通地区和县级昭通市，设立地级昭通市。市人民政府驻新设立的昭阳区。昭通市设立昭阳区，以原县级昭通市的行政区域为昭阳区的行政区域。区人民政府驻爱民路。昭通市辖原昭通地区的鲁甸县、巧家县、盐津县、大关县、永善县、绥江县、镇雄县、彝良县、威信县、水富县和新设立的昭阳区。六、将新疆维吾尔自治区乌鲁木齐县大湾乡（不包括仓房沟村）划归乌鲁木齐市天山区管辖，将二工乡（不包括九家湾村）和地窝堡乡（不包括河南庄子村）划归乌鲁木齐市新市区管辖；将大湾乡的仓房沟村和二工乡的九家湾村（不含八队）划归乌鲁木齐市沙依巴克区管辖，将地窝堡乡的河南庄子村划归乌鲁木齐市头屯河区管辖;将乌鲁木齐县七道湾乡（不包括卡子湾村）和乌鲁木齐市东山区芦草沟乡的水磨沟村划归乌鲁木齐市水磨沟区管辖；将七道湾乡的卡子湾村划归乌鲁木齐市东山区管辖。七、撤销河北省石家庄市郊区，设立石家庄市裕华区。将正定县的留村乡、二十里铺镇，栾城县方村镇的方村、南焦、南王、赵卜口、宋村、东荆壁、西荆壁、贾村、台上、位同、南栗、南位12个村和长安区的裕东、裕华路、东大街3个街道及原郊区的槐底街道、孙村街道的孙村、塔冢2个村划归裕华区管辖。裕华区人民政府驻体育南大街。将原郊区的留营乡和振头、建国路2个街道以及西里街道的城角庄、北杜、西三教3个村划归石家庄市桥西区管辖；将西三庄乡、杜北乡、大郭镇、赵陵铺镇的赵一街、赵二街、赵三街、前太保、后太保、党家庄6个村和天苑、五七路2个街道以及西里街道的北焦、高柱、柏林庄3个村划归石家庄市新华区管辖；将南高营镇的桃园、庄窠、柳辛庄、柳林铺、前进、红旗6个村和赵陵铺镇的陈章、柳董庄、肖家营3个村以及孙村街道的塔谈、留村2个村划归石家庄市桥东区管辖。将正定县的西兆通、南村2个镇和原郊区谈固乡的谈阁、南翟营、北翟营、土贤庄、白佛、白佛口6个村以及南高营镇的南高营、北高营、东古城、西古城4个村划归石家庄市长安区管辖。八、设立广东省茂名市茂港区。茂港区辖电白县的羊角、坡心、七迳、小良、沙院、南海6个镇，区人民政府驻南海镇。九、撤销浙江省县级萧山市，设立杭州市萧山区，以原县级萧山市的行政区域为萧山区的行政区域。区人民政府驻城厢镇。十、撤销浙江省县级余杭市，设立杭州市余杭区，以原县级余杭市的行政区域为余杭区的行政区域。区人民政府驻临平镇。十一、撤销内蒙古自治区伊克昭盟和县级东胜市，设立地级鄂尔多斯市。市人民政府驻新设立的东胜区。鄂尔多斯市设立东胜区，以原县级东胜市的行政区域为东胜区的行政区域。区人民政府驻宝日陶亥西街。鄂尔多斯市辖原伊克昭盟的伊金霍洛旗、乌审旗、达拉特旗、准格尔旗、杭锦旗、鄂托克旗、鄂托克前旗和新设立的东胜区。十二、设立湖北省荆门市掇刀区。将荆门市东宝区的何场乡、麻城镇、团林铺镇和掇刀石街道、白庙街道划归掇刀区管辖。掇刀区人民政府驻深圳大道。十三、撤销天津市宝坻县，设立天津市宝坻区，以原宝坻县的行政区域为宝坻区行政区域。区人民政府驻城关镇。十四、撤销湖北省宜昌县，设立宜昌市夷陵区，以原宜昌县的行政区域（不包括土城乡、桥边镇、艾家镇）为夷陵区的行政区域。区人民政府驻小溪塔镇。将原宜昌县的土城乡、桥边镇、艾家镇划归宜昌市点军区管辖。十五、撤销湖南省衡阳市江东区、城南区、城北区、郊区，设立衡阳市珠晖区、雁峰区、石鼓区、蒸湘区。珠晖区辖原江东区的行政区域以及原郊区的和平、酃湖、东阳渡3个乡和茶山坳镇。区人民政府驻湘江东路。雁峰区辖原城南区的雁峰、白沙洲、黄茶岭、天马山、先锋路5个街道和原郊区的湘江乡（不包括杨柳村）、岳屏乡（不包括联合、岳屏、北塘3个村）以及衡南县的文昌乡。区人民政府驻湘江南路。石鼓区辖原城北区的人民路、潇湘、青山、五一、合江5个街道和原郊区的黄沙湾街道、松木乡和西湖乡的五一、建设、友爱、江霞4个村以及衡阳县的角山乡。区人民政府驻司前街。蒸湘区辖原城北区的蒸湘街道、原城南区的联合街道和原郊区的西湖乡(不包括五一、建设、友爱、江霞4个村)、湘江乡的杨柳村、岳屏乡的联合、岳屏、北塘3个村以及衡南县的雨母山乡、衡阳县的呆鹰岭镇。区人民政府驻船山路。十六、撤销广东省斗门县，设立珠海市斗门区，斗门区辖原斗门县的井岸、白蕉、乾务、五山、斗门、上横、六乡、莲溪8个镇。区人民政府驻井岸镇。十七、设立广东省珠海市金湾区，金湾区辖珠海市香洲区的三灶、南水、小林3个镇和原斗门县的红旗、平沙2个镇。区人民政府驻三灶镇。十八、撤销甘肃省武威地区和县级武威市，设立地级武威市。市人民政府驻新设立的凉州区。武威市设立凉州区，以原县级武威市的行政区域为凉州区的行政区域。区人民政府驻东大街。武威市辖原武威地区的民勤县、古浪县、天祝藏族自治县和新设立的凉州区。十九、撤销山东省长清县，设立济南市长清区，以原长清县的行政区域为长清区的行政区域。区人民政府驻长清镇。二十、将湖南省泸溪县人民政府驻地由武溪镇迁至白沙镇。二十一、撤销安徽省马鞍山市向山区。将原向山区的慈湖乡划归马鞍山市金家庄区管辖，将霍里镇、濮塘镇划归马鞍山市花山区管辖;将雨山乡、佳山乡和向山镇划归马鞍山市雨山区管辖。二十二、将海南省通什市更名为五指山市。二十三、撤销宁夏回族自治区固原地区和固原县，设立地级固原市。市人民政府驻新设立的原州区。固原市设立原州区，以原固原县的行政区域为原州区的行政区域。区人民政府驻政府街。固原市辖原固原地区的西吉县、海原县、隆德县、泾源县、彭阳县和新设立的原州区。二十四、将浙江省永嘉县的七都镇、桥下镇的中央涂居委会，温州市瓯海区的临江镇、藤桥镇、上戍乡、双潮乡、岙底乡和梧埏镇的前网、鱼鳞浃、上田、划龙桥4个村，温州市龙湾区蒲州镇的蒲州、上蒲州2个村划归温州市鹿城区管辖。鹿城区人民政府驻墨池坊。将瑞安市塘下镇的上涂、西一、中星、东门、埭头、石坦、屿门、邱宅、东溪、东成10个村和前冈、后冈2个居委会以及鸥海区的永中、天河、沙城、灵昆4个镇划归温州市龙湾区管辖。龙湾区人民政府驻地由状元镇迁至永中镇。将瑞安市的丽岙、仙岩2个镇划归温州市瓯海区管辖。瓯海区人民政府驻地由兴海路迁娄桥镇。二十五、撤销湖北省襄阳县，设立襄樊市襄阳区。将原襄阳县的张湾、东津、双沟、张家集、峪山、黄龙、程河、朱集、古驿、伙牌、黄集、石桥、龙王13个镇和襄樊市襄城区的米庄镇划归襄阳区管辖。襄阳区人民政府驻张湾镇。将原襄阳县的牛首、太平店2个镇划归襄樊市樊城区管辖。将原襄阳县的欧庙、泥咀2个镇划归襄樊市襄城区管辖。二十六、撤销陕西省商洛地区和县级商州市，设立地级商洛市。市人民政府驻新设立的商州区。商洛市设立商州区，以原县级商州市的行政区域为商州区的行政区域。区人民政府驻南大街。商洛市辖原商洛地区的洛南县、丹凤县、商南县、山阳县、镇安县、柞水县和新设立的商州区。二十七、撤销江苏省连云港市云台区。将原云台区的朝阳镇、徐圩镇、板桥镇和中云街道划归连云港市连云区管辖；将原云台区的南城镇、花果山乡、云台乡和猴嘴街道划归连云港市新浦区管辖。二十八、撤销新疆维吾尔自治区伊犁地区，将原伊犁地区的伊宁市、伊宁县、霍城县、巩留县、新源县、昭苏县、特克斯县、尼勒克县、察布查尔锡伯自治县划归伊犁哈萨克自治州管辖。二十九、撤销内蒙古自治区呼伦贝尔盟和县级海拉尔市，设立地级呼伦贝尔市。市人民政府驻新设立的海拉尔区胜利大街。呼伦贝尔市设立海拉尔区，以原县级海拉尔市的行政区域为海拉尔区的行政区域。区人民政府驻广场路。呼伦贝尔市辖原呼伦贝尔盟的阿荣旗、陈巴尔虎旗、新巴尔虎左旗、新巴尔虎右旗、莫力达瓦达斡尔族自治旗、鄂伦春自治旗、鄂温克族自治旗和新设立的海拉尔区。原呼伦贝尔盟的满洲里市、牙克石市、扎兰屯市、额尔古纳市和根河市由内蒙古自治区直辖。三十、将湖南省长沙市人民政府驻地由芙蓉区藩正街迁至岳麓区岳麓大道。三十一、将湖北省黄石市石灰窑区更名为西塞山区。三十二、撤销广西壮族自治区南宁市郊区。将原郊区的津头乡划归南宁市新城区管辖，将安吉、三塘2个镇和上尧乡的虎邱村划归南宁市兴宁区管辖，将金陵、双定、那龙、心圩4个镇和上尧乡的秀厢、秀灵、万秀、友爱、新村5个村划归南宁市城北区管辖;将石埠、江西、坛洛3个镇和富庶乡以及上尧乡的永和、上尧、陈东、陈西、西明5个村划归南宁市永新区管辖;将沙井、那洪2个镇和亭子乡划归南宁市江南区管辖。三十三、撤销四川省新都县，设立成都市新都区，以原新都县的行政区域为新都区的行政区域。区人民政府驻新都镇。三十四、撤销浙江省衢县，设立衢州市衢江区。将原衢县的云溪、太真、双桥、庙前、周家、灰坪、长柱、坑口、举村、岭头、洋口、横路12个乡和高家、莲花、峡川、杜泽、上方、廿里、后溪、湖南、大洲、樟潭、安仁、全旺12个镇以及衢州市柯城区的浮石、下张2个乡和石室乡的黄坛口村划归衢江区管辖。衢江区人民政府驻樟潭镇。将原衢县的华墅、沟溪、七里、九华4个乡和航埠、石梁2个镇划归衢州市柯城区管辖。三十五、将四川省高县人民政府驻地由文江镇迁至庆符镇。三十六、将云南省中甸县更名为香格里拉县。三十七、将四川省珙县人民政府驻地由珙泉镇迁至巡场镇。三十八、将云南省镇康县人民政府驻地由凤尾镇迁至南伞镇。三十九、将河南省确山县的胡庙、朱古洞、古城3个乡和遂平县的关王庙、诸市2个乡以及汝南县的水屯镇划归驻马店市驿城区管辖。四十、撤销重庆市长寿县，设立重庆市长寿区，以原长寿县的行政区域为长寿区的行政区域。区人民政府驻凤城镇。四十一、将河南省鹤壁市郊区更名为鹤壁市淇滨区。鹤壁市人民政府驻地由鹤壁市山城区红旗街迁至淇滨区九州路。四十二、撤销北京市怀柔县，设立北京市怀柔区，以原怀柔县的行政区域为怀柔区的行政区域。区人民政府驻怀柔镇。四十三、撤销北京市平谷县，设立北京市平谷区，以原平谷县的行政区域为平谷区的行政区域。区人民政府驻平谷镇。
中华人民共和国二〇〇一年县级以上行政区划变更情况,一、撤销北京市大兴县，设立北京市大兴区，以原大兴县的行政区域为大兴区的行政区域。区人民政府驻黄村镇。
中华人民共和国二〇〇一年县级以上行政区划变更情况,二、撤销上海市奉贤县，设立上海市奉贤区，以原奉贤县的行政区域为奉贤区的行政区域。区人民政府驻南桥镇。
中华人民共和国二〇〇一年县级以上行政区划变更情况,三、撤销上海市南汇县，设立上海市南汇区，以原南汇县的行政区域为南汇区的行政区域。区人民政府驻惠南镇。
中华人民共和国二〇〇一年县级以上行政区划变更情况,四、将浙江省绍兴县的斗门（不含新马山、新合作、新皇甫、新孙端、新豆姜和新斗门6个村）、东浦、鉴湖、皋埠和马山5个镇划归绍兴市越城区管辖。
中华人民共和国二〇〇一年县级以上行政区划变更情况,五、撤销云南省昭通地区和县级昭通市，设立地级昭通市。市人民政府驻新设立的昭阳区。
中华人民共和国二〇〇一年县级以上行政区划变更情况,昭通市设立昭阳区，以原县级昭通市的行政区域为昭阳区的行政区域。区人民政府驻爱民路。
中华人民共和国二〇〇一年县级以上行政区划变更情况,昭通市辖原昭通地区的鲁甸县、巧家县、盐津县、大关县、永善县、绥江县、镇雄县、彝良县、威信县、水富县和新设立的昭阳区。
中华人民共和国二〇〇一年县级以上行政区划变更情况,六、将新疆维吾尔自治区乌鲁木齐县大湾乡（不包括仓房沟村）划归乌鲁木齐市天山区管辖，将二工乡（不包括九家湾村）和地窝堡乡（不包括河南庄子村）划归乌鲁木齐市新市区管辖；将大湾乡的仓房沟村和二工乡的九家湾村（不含八队）划归乌鲁木齐市沙依巴克区管辖，将地窝堡乡的河南庄子村划归乌鲁木齐市头屯河区管辖;将乌鲁木齐县七道湾乡（不包括卡子湾村）和乌鲁木齐市东山区芦草沟乡的水磨沟村划归乌鲁木齐市水磨沟区管辖；将七道湾乡的卡子湾村划归乌鲁木齐市东山区管辖。
中华人民共和国二〇〇一年县级以上行政区划变更情况,七、撤销河北省石家庄市郊区，设立石家庄市裕华区。将正定县的留村乡、二十里铺镇，栾城县方村镇的方村、南焦、南王、赵卜口、宋村、东荆壁、西荆壁、贾村、台上、位同、南栗、南位12个村和长安区的裕东、裕华路、东大街3个街道及原郊区的槐底街道、孙村街道的孙村、塔冢2个村划归裕华区管辖。裕华区人民政府驻体育南大街。
中华人民共和国二〇〇一年县级以上行政区划变更情况,将原郊区的留营乡和振头、建国路2个街道以及西里街道的城角庄、北杜、西三教3个村划归石家庄市桥西区管辖；将西三庄乡、杜北乡、大郭镇、赵陵铺镇的赵一街、赵二街、赵三街、前太保、后太保、党家庄6个村和天苑、五七路2个街道以及西里街道的北焦、高柱、柏林庄3个村划归石家庄市新华区管辖；将南高营镇的桃园、庄窠、柳辛庄、柳林铺、前进、红旗6个村和赵陵铺镇的陈章、柳董庄、肖家营3个村以及孙村街道的塔谈、留村2个村划归石家庄市桥东区管辖。
中华人民共和国二〇〇一年县级以上行政区划变更情况,将正定县的西兆通、南村2个镇和原郊区谈固乡的谈阁、南翟营、北翟营、土贤庄、白佛、白佛口6个村以及南高营镇的南高营、北高营、东古城、西古城4个村划归石家庄市长安区管辖。
中华人民共和国二〇〇一年县级以上行政区划变更情况,八、设立广东省茂名市茂港区。茂港区辖电白县的羊角、坡心、七迳、小良、沙院、南海6个镇，区人民政府驻南海镇。
中华人民共和国二〇〇一年县级以上行政区划变更情况,九、撤销浙江省县级萧山市，设立杭州市萧山区，以原县级萧山市的行政区域为萧山区的行政区域。区人民政府驻城厢镇。
中华人民共和国二〇〇一年县级以上行政区划变更情况,十、撤销浙江省县级余杭市，设立杭州市余杭区，以原县级余杭市的行政区域为余杭区的行政区域。区人民政府驻临平镇。
中华人民共和国二〇〇一年县级以上行政区划变更情况,十一、撤销内蒙古自治区伊克昭盟和县级东胜市，设立地级鄂尔多斯市。市人民政府驻新设立的东胜区。
中华人民共和国二〇〇一年县级以上行政区划变更情况,鄂尔多斯市设立东胜区，以原县级东胜市的行政区域为东胜区的行政区域。区人民政府驻宝日陶亥西街。
中华人民共和国二〇〇一年县级以上行政区划变更情况,鄂尔多斯市辖原伊克昭盟的伊金霍洛旗、乌审旗、达拉特旗、准格尔旗、杭锦旗、鄂托克旗、鄂托克前旗和新设立的东胜区。
中华人民共和国二〇〇一年县级以上行政区划变更情况,十二、设立湖北省荆门市掇刀区。将荆门市东宝区的何场乡、麻城镇、团林铺镇和掇刀石街道、白庙街道划归掇刀区管辖。掇刀区人民政府驻深圳大道。
中华人民共和国二〇〇一年县级以上行政区划变更情况,十三、撤销天津市宝坻县，设立天津市宝坻区，以原宝坻县的行政区域为宝坻区行政区域。区人民政府驻城关镇。
中华人民共和国二〇〇一年县级以上行政区划变更情况,十四、撤销湖北省宜昌县，设立宜昌市夷陵区，以原宜昌县的行政区域（不包括土城乡、桥边镇、艾家镇）为夷陵区的行政区域。区人民政府驻小溪塔镇。
中华人民共和国二〇〇一年县级以上行政区划变更情况,将原宜昌县的土城乡、桥边镇、艾家镇划归宜昌市点军区管辖。
中华人民共和国二〇〇一年县级以上行政区划变更情况,十五、撤销湖南省衡阳市江东区、城南区、城北区、郊区，设立衡阳市珠晖区、雁峰区、石鼓区、蒸湘区。
中华人民共和国二〇〇一年县级以上行政区划变更情况,十六、撤销广东省斗门县，设立珠海市斗门区，斗门区辖原斗门县的井岸、白蕉、乾务、五山、斗门、上横、六乡、莲溪8个镇。区人民政府驻井岸镇。
中华人民共和国二〇〇一年县级以上行政区划变更情况,十七、设立广东省珠海市金湾区，金湾区辖珠海市香洲区的三灶、南水、小林3个镇和原斗门县的红旗、平沙2个镇。区人民政府驻三灶镇。
中华人民共和国二〇〇一年县级以上行政区划变更情况,十八、撤销甘肃省武威地区和县级武威市，设立地级武威市。市人民政府驻新设立的凉州区。
中华人民共和国二〇〇一年县级以上行政区划变更情况,武威市设立凉州区，以原县级武威市的行政区域为凉州区的行政区域。区人民政府驻东大街。
中华人民共和国二〇〇一年县级以上行政区划变更情况,武威市辖原武威地区的民勤县、古浪县、天祝藏族自治县和新设立的凉州区。
中华人民共和国二〇〇一年县级以上行政区划变更情况,十九、撤销山东省长清县，设立济南市长清区，以原长清县的行政区域为长清区的行政区域。区人民政府驻长清镇。
